Container_ID,Name,CPU_Usage_Percent,Mem_Usage,Mem_Limit,Mem_Usage_Percent,Net_RX,Net_TX,Block_Read,Block_Write,PIDs
79b729c535d0,rfsim5g-oai-cuup,18.54%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.32%,6.395MiB,23.44GiB,0.03%,65.9MB,66.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,175.37%,1.085GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.50%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.32%,6.395MiB,23.44GiB,0.03%,65.9MB,66.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,175.37%,1.085GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.04%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.50%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,16.56%,6.395MiB,23.44GiB,0.03%,66.3MB,66.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.55%,1.084GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.44%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,17.26%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,16.56%,6.395MiB,23.44GiB,0.03%,66.3MB,66.5MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.55%,1.084GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.44%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,17.26%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.69%,6.379MiB,23.44GiB,0.03%,66.8MB,66.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,174.55%,1.084GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,13.44%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,17.26%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.69%,6.379MiB,23.44GiB,0.03%,66.8MB,66.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,181.41%,1.08GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.45%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.80%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.69%,6.379MiB,23.44GiB,0.03%,66.8MB,66.9MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,181.41%,1.08GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.45%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.80%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.85%,6.461MiB,23.44GiB,0.03%,67.2MB,67.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,160.12%,1.081GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,29.88%,60.92MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,17.94%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,17.85%,6.461MiB,23.44GiB,0.03%,67.2MB,67.4MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,160.12%,1.081GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,29.88%,60.92MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,17.94%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.01%,6.613MiB,23.44GiB,0.03%,67.6MB,67.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.31%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.48%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,18.47%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.01%,6.613MiB,23.44GiB,0.03%,67.6MB,67.8MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,170.31%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.48%,60.91MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,18.47%,8.578MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.23%,6.59MiB,23.44GiB,0.03%,68MB,68.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.95%,1.081GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.63%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,31.33%,8.605MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.23%,6.59MiB,23.44GiB,0.03%,68MB,68.2MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,167.95%,1.081GiB,23.44GiB,4.61%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.63%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,31.33%,8.605MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.01%,6.379MiB,23.44GiB,0.03%,68.5MB,68.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,177.03%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.87%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,21.02%,8.602MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,20.01%,6.379MiB,23.44GiB,0.03%,68.5MB,68.7MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,177.03%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,14.87%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,21.02%,8.602MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.45%,6.379MiB,23.44GiB,0.03%,68.9MB,69.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.37%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.97%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.57%,8.602MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,18.45%,6.379MiB,23.44GiB,0.03%,68.9MB,69.1MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,171.37%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
1ff7eddb62a8,rfsim5g-oai-cucp,15.97%,60.9MiB,23.44GiB,0.25%,5.14GB,1.5MB,0B,326MB,13
79b729c535d0,rfsim5g-oai-cuup,19.57%,8.602MiB,23.44GiB,0.04%,9.67GB,7.8GB,1.37MB,0B,12
116606adf744,rfsim5g-oai-cuup2,19.69%,6.379MiB,23.44GiB,0.03%,69.4MB,69.6MB,0B,0B,10
1241fcc4c0e0,rfsim5g-oai-du1,166.29%,1.086GiB,23.44GiB,4.63%,5.33TB,3.95TB,0B,57.6MB,26
